2016-06-01 08:00:00,72.0,185.0,181.0,97.0,202.0,375.0,278.0,414.0,330.0,199.0,54.0,23.0,75.0,63.0,18.0,19.0,110.0,279.0,594.0,582.0,1108.0,595.0,180.0,35.0,2.0,9.0,14.0,39.0,11.0,101.0,265.0,577.0,884.0,801.0,603.0,593.0,504.0,229.0,9.0,12.0,4.0,18.0,67.0,311.0,944.0,754.0,293.0,138.0,419.0,352.0,134.0,6.0,1.0,114.0,681.0,1014.0,859.0,228.0,128.0,136.0,49.0,13.0,4.0,1.0,3.0,10.0,16.0,638.0,757.0,536.0,57.0,41.0,33.0,14.0,24.0,1.0,24.0,21.0,8.0,31.0,52.0,19.0,8.0,6.0,16.0,24.0,13.0,23.0,39.0,4.0,9.0,8.0,6.0,9.0,10.0,246.0,249.0,28.0,3.0,71.0,6.0,117.0
2016-06-01 09:00:00,54.0,166.0,142.0,82.0,172.0,305.0,256.0,417.0,320.0,186.0,78.0,7.0,29.0,34.0,8.0,25.0,128.0,292.0,578.0,602.0,1112.0,474.0,151.0,20.0,2.0,5.0,7.0,25.0,4.0,111.0,284.0,500.0,745.0,867.0,697.0,533.0,485.0,220.0,7.0,6.0,6.0,20.0,61.0,287.0,819.0,794.0,304.0,123.0,377.0,344.0,106.0,1.0,11.0,107.0,523.0,844.0,650.0,177.0,106.0,77.0,42.0,7.0,1.0,6.0,2.0,11.0,26.0,511.0,641.0,401.0,32.0,24.0,12.0,14.0,18.0,0.0,20.0,18.0,5.0,25.0,30.0,6.0,2.0,5.0,9.0,6.0,6.0,13.0,10.0,4.0,7.0,9.0,2.0,37.0,8.0,305.0,260.0,25.0,2.0,28.0,16.0,54.0
2016-06-01 10:00:00,51.0,154.0,98.0,71.0,159.0,273.0,235.0,279.0,271.0,130.0,56.0,3.0,11.0,17.0,6.0,17.0,126.0,310.0,522.0,603.0,962.0,416.0,123.0,28.0,1.0,1.0,7.0,25.0,7.0,84.0,218.0,365.0,631.0,889.0,757.0,489.0,439.0,210.0,3.0,1.0,5.0,14.0,48.0,242.0,663.0,983.0,291.0,119.0,303.0,303.0,76.0,5.0,4.0,73.0,444.0,760.0,651.0,163.0,75.0,67.0,36.0,4.0,1.0,2.0,3.0,4.0,31.0,379.0,538.0,351.0,48.0,19.0,20.0,12.0,11.0,0.0,12.0,16.0,8.0,21.0,25.0,7.0,5.0,5.0,12.0,13.0,12.0,6.0,7.0,2.0,4.0,1.0,6.0,25.0,8.0,358.0,314.0,103.0,13.0,79.0,25.0,58.0
2016-06-01 11:00:00,83.0,165.0,113.0,85.0,191.0,279.0,246.0,205.0,277.0,123.0,83.0,1.0,11.0,21.0,3.0,9.0,110.0,277.0,492.0,533.0,930.0,363.0,89.0,31.0,1.0,4.0,6.0,10.0,1.0,59.0,189.0,361.0,623.0,983.0,765.0,522.0,452.0,185.0,0.0,1.0,2.0,19.0,39.0,243.0,704.0,1221.0,353.0,121.0,302.0,273.0,71.0,5.0,1.0,68.0,413.0,725.0,728.0,179.0,93.0,65.0,49.0,4.0,3.0,2.0,0.0,7.0,30.0,369.0,458.0,328.0,51.0,17.0,21.0,12.0,10.0,0.0,11.0,18.0,8.0,22.0,22.0,6.0,5.0,10.0,11.0,11.0,4.0,13.0,3.0,0.0,5.0,2.0,3.0,20.0,8.0,309.0,310.0,72.0,4.0,114.0,55.0,29.0
2016-06-01 12:00:00,70.0,204.0,104.0,102.0,192.0,293.0,263.0,202.0,317.0,133.0,89.0,0.0,9.0,17.0,8.0,22.0,131.0,283.0,546.0,569.0,826.0,334.0,95.0,20.0,1.0,2.0,10.0,20.0,2.0,62.0,171.0,418.0,711.0,940.0,757.0,567.0,422.0,237.0,1.0,1.0,1.0,13.0,31.0,220.0,757.0,1327.0,387.0,119.0,295.0,284.0,84.0,3.0,7.0,69.0,419.0,765.0,776.0,188.0,80.0,89.0,45.0,13.0,0.0,3.0,0.0,6.0,47.0,336.0,528.0,344.0,38.0,24.0,27.0,14.0,12.0,0.0,15.0,14.0,6.0,31.0,35.0,10.0,5.0,5.0,8.0,10.0,5.0,4.0,2.0,2.0,5.0,3.0,3.0,19.0,9.0,325.0,270.0,68.0,7.0,140.0,23.0,64.0
2016-06-01 13:00:00,100.0,196.0,98.0,90.0,174.0,314.0,306.0,241.0,311.0,146.0,98.0,3.0,9.0,17.0,5.0,17.0,156.0,314.0,561.0,605.0,827.0,324.0,94.0,32.0,1.0,3.0,6.0,20.0,5.0,66.0,166.0,462.0,660.0,930.0,765.0,606.0,438.0,219.0,2.0,1.0,0.0,7.0,33.0,244.0,735.0,1379.0,383.0,112.0,302.0,248.0,75.0,2.0,2.0,68.0,398.0,680.0,668.0,182.0,71.0,69.0,40.0,7.0,2.0,2.0,0.0,6.0,39.0,334.0,446.0,297.0,59.0,26.0,19.0,9.0,10.0,2.0,9.0,14.0,10.0,35.0,29.0,6.0,2.0,6.0,13.0,8.0,1.0,10.0,7.0,1.0,6.0,0.0,1.0,11.0,8.0,293.0,221.0,136.0,9.0,170.0,72.0,96.0
2016-06-01 14:00:00,119.0,188.0,98.0,98.0,226.0,329.0,301.0,237.0,301.0,122.0,67.0,1.0,14.0,23.0,7.0,11.0,167.0,334.0,608.0,669.0,783.0,298.0,110.0,38.0,2.0,3.0,10.0,12.0,5.0,69.0,171.0,401.0,696.0,983.0,811.0,585.0,408.0,232.0,4.0,4.0,4.0,11.0,27.0,244.0,772.0,1475.0,443.0,149.0,337.0,301.0,69.0,9.0,3.0,52.0,442.0,767.0,786.0,179.0,72.0,100.0,55.0,15.0,0.0,4.0,4.0,6.0,31.0,348.0,509.0,329.0,85.0,29.0,28.0,14.0,11.0,1.0,15.0,13.0,7.0,29.0,39.0,6.0,11.0,4.0,7.0,9.0,5.0,5.0,7.0,7.0,4.0,3.0,2.0,8.0,8.0,318.0,295.0,193.0,10.0,200.0,63.0,72.0
2016-06-01 15:00:00,88.0,200.0,87.0,74.0,208.0,232.0,270.0,234.0,309.0,134.0,80.0,1.0,12.0,19.0,9.0,11.0,162.0,329.0,541.0,570.0,732.0,266.0,92.0,27.0,0.0,3.0,6.0,22.0,7.0,59.0,194.0,377.0,679.0,784.0,736.0,554.0,433.0,243.0,5.0,6.0,3.0,12.0,34.0,231.0,772.0,1223.0,406.0,108.0,355.0,330.0,81.0,7.0,4.0,37.0,338.0,733.0,824.0,252.0,116.0,87.0,59.0,5.0,3.0,1.0,1.0,4.0,16.0,375.0,558.0,421.0,50.0,20.0,16.0,11.0,14.0,0.0,16.0,12.0,5.0,27.0,34.0,12.0,4.0,3.0,6.0,6.0,2.0,6.0,3.0,6.0,4.0,3.0,1.0,25.0,10.0,313.0,253.0,158.0,11.0,221.0,37.0,62.0
2016-06-01 16:00:00,75.0,158.0,70.0,66.0,160.0,197.0,204.0,196.0,295.0,124.0,74.0,0.0,7.0,17.0,4.0,9.0,113.0,268.0,467.0,523.0,626.0,223.0,57.0,21.0,1.0,5.0,10.0,13.0,1.0,49.0,130.0,299.0,528.0,675.0,642.0,472.0,379.0,169.0,1.0,4.0,2.0,8.0,23.0,161.0,592.0,834.0,273.0,121.0,321.0,253.0,71.0,7.0,2.0,30.0,344.0,562.0,695.0,163.0,113.0,74.0,39.0,8.0,0.0,4.0,1.0,16.0,9.0,233.0,454.0,304.0,31.0,23.0,14.0,6.0,11.0,1.0,13.0,12.0,4.0,28.0,31.0,10.0,4.0,4.0,7.0,5.0,3.0,3.0,5.0,2.0,3.0,4.0,3.0,22.0,6.0,355.0,326.0,208.0,32.0,249.0,50.0,105.0
2016-06-01 17:00:00,84.0,164.0,124.0,104.0,231.0,295.0,273.0,239.0,366.0,137.0,68.0,2.0,10.0,13.0,8.0,7.0,143.0,425.0,564.0,654.0,657.0,231.0,79.0,23.0,1.0,7.0,10.0,15.0,1.0,57.0,175.0,432.0,703.0,639.0,697.0,610.0,461.0,220.0,1.0,7.0,4.0,12.0,28.0,213.0,945.0,1160.0,324.0,114.0,364.0,339.0,73.0,8.0,4.0,43.0,470.0,729.0,808.0,204.0,97.0,106.0,70.0,16.0,2.0,3.0,3.0,4.0,21.0,326.0,608.0,372.0,61.0,40.0,38.0,16.0,8.0,1.0,16.0,10.0,4.0,44.0,59.0,22.0,9.0,8.0,4.0,6.0,4.0,5.0,1.0,2.0,8.0,2.0,5.0,32.0,5.0,318.0,332.0,139.0,16.0,232.0,73.0,92.0
2016-06-01 18:00:00,122.0,206.0,173.0,137.0,304.0,358.0,357.0,333.0,508.0,222.0,60.0,4.0,23.0,18.0,9.0,10.0,228.0,527.0,698.0,833.0,719.0,270.0,120.0,28.0,4.0,5.0,13.0,30.0,6.0,90.0,202.0,587.0,934.0,870.0,1076.0,832.0,584.0,263.0,5.0,6.0,2.0,17.0,33.0,272.0,1120.0,1719.0,444.0,133.0,402.0,376.0,87.0,6.0,11.0,78.0,557.0,933.0,847.0,187.0,115.0,98.0,59.0,7.0,2.0,1.0,0.0,3.0,38.0,348.0,630.0,355.0,53.0,44.0,32.0,13.0,11.0,1.0,12.0,17.0,15.0,32.0,49.0,22.0,12.0,6.0,10.0,6.0,4.0,6.0,1.0,1.0,4.0,0.0,2.0,24.0,4.0,325.0,350.0,128.0,12.0,195.0,47.0,82.0
2016-06-01 19:00:00,106.0,180.0,166.0,119.0,326.0,389.0,454.0,355.0,510.0,184.0,52.0,9.0,17.0,26.0,16.0,15.0,254.0,601.0,723.0,997.0,772.0,277.0,102.0,34.0,2.0,9.0,13.0,24.0,13.0,89.0,276.0,553.0,1030.0,1089.0,1058.0,799.0,518.0,237.0,3.0,12.0,6.0,21.0,41.0,270.0,1212.0,1939.0,426.0,143.0,366.0,394.0,98.0,14.0,15.0,67.0,576.0,852.0,676.0,161.0,112.0,85.0,35.0,19.0,5.0,2.0,5.0,6.0,64.0,333.0,565.0,316.0,62.0,26.0,22.0,13.0,12.0,4.0,13.0,19.0,8.0,36.0,32.0,7.0,9.0,5.0,3.0,9.0,5.0,5.0,1.0,3.0,2.0,0.0,2.0,20.0,14.0,312.0,249.0,151.0,13.0,240.0,42.0,89.0
2016-06-01 20:00:00,105.0,188.0,175.0,103.0,306.0,454.0,467.0,395.0,616.0,252.0,71.0,6.0,17.0,22.0,10.0,17.0,363.0,642.0,722.0,941.0,743.0,448.0,103.0,18.0,9.0,12.0,18.0,31.0,4.0,112.0,345.0,533.0,929.0,1244.0,1161.0,851.0,505.0,182.0,11.0,9.0,5.0,16.0,48.0,222.0,1156.0,1853.0,528.0,242.0,300.0,266.0,89.0,14.0,23.0,59.0,455.0,641.0,585.0,114.0,53.0,98.0,44.0,7.0,6.0,5.0,4.0,9.0,62.0,226.0,481.0,233.0,44.0,31.0,17.0,21.0,11.0,2.0,8.0,8.0,7.0,32.0,35.0,10.0,3.0,4.0,10.0,7.0,5.0,5.0,1.0,4.0,5.0,3.0,2.0,25.0,7.0,342.0,291.0,140.0,14.0,243.0,108.0,128.0
2016-06-01 21:00:00,135.0,225.0,126.0,122.0,340.0,474.0,571.0,542.0,730.0,195.0,61.0,9.0,26.0,34.0,15.0,27.0,497.0,730.0,774.0,876.0,778.0,563.0,91.0,8.0,5.0,8.0,16.0,32.0,6.0,207.0,459.0,668.0,1046.0,1159.0,1282.0,965.0,589.0,223.0,18.0,12.0,15.0,10.0,24.0,197.0,1250.0,1734.0,435.0,232.0,352.0,201.0,68.0,26.0,28.0,68.0,528.0,640.0,446.0,62.0,46.0,86.0,65.0,10.0,9.0,10.0,12.0,14.0,36.0,190.0,450.0,232.0,35.0,35.0,32.0,21.0,10.0,4.0,15.0,12.0,4.0,24.0,24.0,7.0,10.0,5.0,5.0,5.0,6.0,6.0,1.0,3.0,6.0,3.0,0.0,19.0,6.0,323.0,266.0,115.0,21.0,152.0,71.0,146.0
2016-06-01 22:00:00,86.0,137.0,132.0,106.0,272.0,448.0,564.0,576.0,647.0,228.0,25.0,12.0,39.0,48.0,17.0,24.0,553.0,745.0,675.0,682.0,748.0,586.0,100.0,14.0,9.0,19.0,45.0,34.0,11.0,280.0,529.0,603.0,959.0,997.0,1501.0,1002.0,466.0,194.0,16.0,56.0,18.0,16.0,18.0,155.0,1046.0,1575.0,334.0,119.0,399.0,175.0,66.0,38.0,41.0,62.0,413.0,515.0,433.0,64.0,37.0,71.0,23.0,21.0,18.0,11.0,15.0,14.0,41.0,138.0,384.0,140.0,39.0,23.0,17.0,12.0,14.0,7.0,16.0,7.0,12.0,28.0,27.0,10.0,2.0,5.0,5.0,7.0,9.0,6.0,3.0,3.0,9.0,1.0,2.0,13.0,12.0,338.0,252.0,131.0,27.0,190.0,27.0,96.0
2016-06-01 23:00:00,62.0,97.0,65.0,77.0,161.0,390.0,500.0,545.0,669.0,179.0,4.0,9.0,39.0,28.0,28.0,21.0,477.0,782.0,617.0,495.0,393.0,460.0,120.0,4.0,10.0,28.0,31.0,38.0,10.0,323.0,459.0,503.0,867.0,782.0,1277.0,631.0,239.0,108.0,8.0,39.0,20.0,12.0,27.0,123.0,640.0,1193.0,235.0,53.0,196.0,132.0,47.0,52.0,59.0,34.0,275.0,279.0,222.0,24.0,29.0,48.0,19.0,19.0,27.0,21.0,15.0,16.0,24.0,90.0,287.0,96.0,25.0,25.0,19.0,13.0,15.0,14.0,16.0,2.0,2.0,24.0,14.0,7.0,4.0,4.0,3.0,6.0,7.0,9.0,3.0,9.0,11.0,1.0,4.0,0.0,4.0,424.0,247.0,147.0,11.0,165.0,52.0,89.0
2016-06-02 00:00:00,35.0,51.0,29.0,53.0,117.0,243.0,302.0,372.0,618.0,104.0,4.0,6.0,13.0,16.0,5.0,18.0,401.0,429.0,338.0,317.0,321.0,309.0,40.0,2.0,7.0,17.0,16.0,32.0,6.0,231.0,366.0,322.0,463.0,543.0,808.0,342.0,105.0,46.0,14.0,21.0,9.0,8.0,10.0,83.0,439.0,805.0,103.0,18.0,131.0,66.0,30.0,45.0,64.0,23.0,153.0,136.0,100.0,9.0,16.0,53.0,10.0,9.0,26.0,16.0,8.0,4.0,18.0,60.0,155.0,48.0,24.0,13.0,21.0,5.0,13.0,9.0,20.0,0.0,6.0,21.0,10.0,7.0,6.0,3.0,3.0,12.0,11.0,7.0,6.0,8.0,19.0,1.0,0.0,0.0,5.0,111.0,17.0,65.0,5.0,170.0,3.0,93.0
2016-06-02 01:00:00,18.0,24.0,12.0,22.0,61.0,193.0,170.0,220.0,473.0,78.0,2.0,1.0,11.0,11.0,2.0,10.0,231.0,261.0,180.0,229.0,177.0,201.0,24.0,2.0,8.0,8.0,12.0,14.0,5.0,163.0,320.0,155.0,287.0,292.0,494.0,192.0,77.0,11.0,6.0,15.0,2.0,6.0,4.0,50.0,250.0,383.0,25.0,8.0,58.0,66.0,10.0,33.0,25.0,2.0,82.0,57.0,51.0,5.0,5.0,34.0,6.0,6.0,14.0,12.0,10.0,10.0,15.0,29.0,91.0,43.0,12.0,12.0,19.0,5.0,12.0,8.0,20.0,1.0,5.0,18.0,13.0,1.0,8.0,3.0,1.0,13.0,9.0,7.0,7.0,10.0,16.0,2.0,8.0,0.0,1.0,79.0,2.0,18.0,5.0,122.0,2.0,55.0
2016-06-02 02:00:00,7.0,17.0,4.0,17.0,22.0,108.0,113.0,139.0,310.0,104.0,2.0,4.0,7.0,7.0,0.0,13.0,189.0,165.0,95.0,151.0,126.0,114.0,11.0,0.0,1.0,7.0,10.0,14.0,1.0,103.0,166.0,94.0,151.0,145.0,246.0,103.0,27.0,15.0,7.0,10.0,1.0,6.0,1.0,25.0,128.0,174.0,15.0,3.0,49.0,28.0,12.0,19.0,19.0,4.0,49.0,43.0,27.0,1.0,3.0,15.0,4.0,5.0,20.0,6.0,9.0,3.0,7.0,9.0,63.0,12.0,7.0,11.0,7.0,6.0,5.0,4.0,15.0,0.0,2.0,7.0,8.0,5.0,5.0,1.0,0.0,10.0,9.0,3.0,1.0,9.0,11.0,5.0,4.0,0.0,1.0,1.0,0.0,17.0,0.0,33.0,0.0,0.0
2016-06-02 03:00:00,5.0,11.0,4.0,10.0,26.0,64.0,47.0,95.0,191.0,99.0,0.0,1.0,5.0,1.0,0.0,5.0,117.0,98.0,82.0,70.0,53.0,79.0,10.0,1.0,2.0,3.0,3.0,8.0,0.0,69.0,103.0,89.0,85.0,97.0,203.0,46.0,20.0,5.0,1.0,0.0,0.0,4.0,1.0,11.0,87.0,87.0,8.0,1.0,22.0,13.0,10.0,10.0,13.0,4.0,49.0,24.0,14.0,0.0,4.0,10.0,1.0,4.0,11.0,6.0,7.0,3.0,1.0,11.0,42.0,12.0,9.0,5.0,5.0,3.0,9.0,4.0,9.0,0.0,2.0,17.0,10.0,4.0,5.0,3.0,0.0,5.0,8.0,5.0,7.0,3.0,3.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,0.0,0.0
2016-06-02 04:00:00,3.0,16.0,4.0,8.0,27.0,35.0,37.0,54.0,123.0,58.0,1.0,0.0,5.0,2.0,0.0,3.0,69.0,70.0,55.0,60.0,83.0,92.0,11.0,4.0,1.0,2.0,3.0,5.0,0.0,81.0,97.0,58.0,98.0,100.0,191.0,51.0,22.0,11.0,2.0,2.0,6.0,6.0,8.0,31.0,76.0,83.0,11.0,8.0,29.0,24.0,9.0,9.0,13.0,6.0,51.0,38.0,23.0,3.0,13.0,14.0,3.0,3.0,9.0,3.0,5.0,1.0,3.0,35.0,61.0,27.0,8.0,10.0,11.0,2.0,5.0,4.0,14.0,2.0,1.0,8.0,10.0,6.0,4.0,0.0,2.0,2.0,8.0,3.0,8.0,3.0,5.0,8.0,7.0,0.0,1.0,4.0,2.0,2.0,0.0,19.0,1.0,1.0
2016-06-02 05:00:00,10.0,33.0,15.0,10.0,53.0,49.0,44.0,85.0,70.0,14.0,5.0,2.0,15.0,14.0,4.0,2.0,37.0,64.0,89.0,110.0,337.0,185.0,16.0,6.0,1.0,2.0,3.0,8.0,1.0,33.0,88.0,129.0,154.0,136.0,122.0,81.0,69.0,37.0,4.0,2.0,1.0,13.0,11.0,54.0,127.0,99.0,20.0,15.0,59.0,70.0,30.0,7.0,4.0,11.0,86.0,136.0,58.0,19.0,18.0,32.0,11.0,3.0,2.0,2.0,1.0,2.0,5.0,80.0,159.0,81.0,18.0,19.0,10.0,6.0,9.0,0.0,18.0,2.0,8.0,22.0,16.0,9.0,4.0,5.0,3.0,8.0,15.0,14.0,16.0,7.0,6.0,9.0,10.0,0.0,1.0,3.0,5.0,24.0,6.0,64.0,1.0,49.0
2016-06-02 06:00:00,18.0,66.0,77.0,44.0,128.0,145.0,115.0,218.0,127.0,56.0,14.0,6.0,34.0,42.0,21.0,1.0,53.0,138.0,265.0,306.0,1038.0,674.0,69.0,31.0,1.0,6.0,13.0,26.0,3.0,72.0,183.0,329.0,381.0,324.0,227.0,272.0,246.0,117.0,5.0,5.0,3.0,16.0,29.0,146.0,408.0,229.0,73.0,61.0,188.0,183.0,58.0,2.0,1.0,43.0,257.0,372.0,284.0,61.0,55.0,60.0,27.0,5.0,1.0,1.0,1.0,2.0,5.0,268.0,473.0,221.0,39.0,36.0,15.0,15.0,24.0,2.0,19.0,9.0,7.0,25.0,40.0,19.0,6.0,3.0,6.0,22.0,20.0,21.0,31.0,6.0,8.0,16.0,5.0,0.0,1.0,5.0,6.0,70.0,19.0,218.0,9.0,59.0
